temp,dew,humidity,precip,windspeed,pollen_intensity,Clear,Partially cloudy,Rain,"Rain, Overcast","Rain, Partially cloudy",tem amplitude,Kmeans label,birch,dbscan,risk level
19.4,19.0,97.7,1.617,20.1,1.0,0.0,0.0,1.0,0.0,0.0,2.5,2,1,-1,2
20.0,19.5,96.4,0.303,19.0,1.0,0.0,0.0,1.0,0.0,0.0,2.400000000000002,2,1,-1,1
19.7,18.8,94.6,0.308,21.3,1.0,0.0,0.0,1.0,0.0,0.0,4.5,2,1,-1,2
18.1,16.9,93.0,9.351,22.4,1.0,0.0,0.0,1.0,0.0,0.0,2.5,2,1,-1,2
17.9,15.4,85.5,1.096,21.0,1.0,0.0,0.0,1.0,0.0,0.0,3.799999999999997,2,1,0,3
17.0,14.1,83.4,1.741,30.3,1.0,0.0,0.0,1.0,0.0,0.0,6.800000000000001,2,1,-1,1
15.7,11.4,76.1,0.118,23.0,1.0,0.0,0.0,1.0,0.0,0.0,5.699999999999999,0,0,0,1
15.7,12.6,82.5,0.386,17.0,1.0,0.0,0.0,1.0,0.0,0.0,5.400000000000002,2,1,-1,1
15.3,10.4,74.3,1.207,25.2,1.0,0.0,0.0,1.0,0.0,0.0,5.4,0,0,0,3
13.0,7.8,72.0,1.266,18.0,1.0,0.0,0.0,1.0,0.0,0.0,5.9,0,0,0,1
13.9,10.6,80.7,1.169,26.6,1.0,0.0,0.0,1.0,0.0,0.0,7.799999999999999,2,1,0,1
14.8,10.6,77.0,0.392,19.7,1.0,0.0,0.0,1.0,0.0,0.0,4.300000000000001,0,0,0,1
16.3,13.1,81.8,0.222,29.6,1.0,0.0,0.0,1.0,0.0,0.0,5.799999999999999,2,1,-1,2
14.6,10.8,78.3,0.005,25.9,1.0,0.0,0.0,1.0,0.0,0.0,5.000000000000002,0,1,0,3
15.8,13.0,83.8,0.855,22.9,1.0,0.0,0.0,1.0,0.0,0.0,5.300000000000001,2,1,0,1
13.1,9.6,79.7,5.402,28.3,1.0,0.0,0.0,1.0,0.0,0.0,6.700000000000001,2,1,-1,1
10.3,4.9,69.7,0.237,28.8,1.0,0.0,0.0,1.0,0.0,0.0,5.2,0,0,-1,3
11.2,5.2,67.5,0.001,17.2,1.0,0.0,0.0,1.0,0.0,0.0,6.4,0,0,0,1
14.2,13.1,93.5,12.247,26.0,1.0,0.0,0.0,1.0,0.0,0.0,6.9,2,1,-1,3
12.3,7.1,71.7,0.056,23.2,1.0,0.0,0.0,1.0,0.0,0.0,6.300000000000001,0,0,0,3
10.8,9.1,89.3,4.978,13.6,1.0,0.0,0.0,1.0,0.0,0.0,2.799999999999999,2,1,-1,2
13.1,11.7,91.6,19.441,21.6,1.0,0.0,0.0,1.0,0.0,0.0,5.699999999999999,2,1,-1,2
14.0,12.5,90.9,2.036,14.1,1.0,0.0,0.0,1.0,0.0,0.0,5.9,2,1,0,2
15.6,13.1,86.0,32.052,40.5,1.0,0.0,0.0,1.0,0.0,0.0,4.100000000000001,2,1,-1,3
13.5,9.4,76.9,1.168,18.9,1.0,0.0,0.0,1.0,0.0,0.0,6.100000000000001,0,0,0,3
14.0,12.3,90.0,4.047,26.3,1.0,0.0,0.0,1.0,0.0,0.0,5.6,2,1,-1,3
16.8,16.1,95.7,8.408,26.0,1.0,0.0,0.0,1.0,0.0,0.0,4.699999999999999,2,1,-1,3
16.5,16.2,98.2,20.177,33.0,1.0,0.0,0.0,1.0,0.0,0.0,2.8999999999999986,2,1,-1,2
14.6,12.9,90.3,1.551,19.3,1.0,0.0,0.0,1.0,0.0,0.0,6.199999999999999,2,1,0,1
16.3,15.0,92.4,0.094,22.4,1.0,0.0,0.0,1.0,0.0,0.0,5.100000000000001,2,1,3,1
17.0,16.1,94.7,0.095,17.5,1.0,0.0,0.0,1.0,0.0,0.0,2.3999999999999986,2,1,-1,1
15.6,14.8,95.1,1.433,19.5,1.0,0.0,0.0,1.0,0.0,0.0,4.400000000000002,2,1,3,2
13.7,10.5,81.7,1.492,27.7,1.0,0.0,0.0,1.0,0.0,0.0,2.9000000000000004,2,1,-1,1
13.0,6.0,62.9,0.016,32.6,1.0,0.0,0.0,1.0,0.0,0.0,4.6,0,0,-1,3
12.0,4.9,62.4,0.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,5.9,0,0,0,1
10.4,6.4,77.1,0.0,15.8,1.0,1.0,0.0,0.0,0.0,0.0,5.4,0,0,0,1
13.2,6.4,63.7,0.0,22.6,1.0,1.0,0.0,0.0,0.0,0.0,5.299999999999999,0,0,0,2
13.8,7.1,64.2,0.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,5.199999999999999,0,0,0,2
13.1,8.9,76.2,0.0,12.2,1.0,1.0,0.0,0.0,0.0,0.0,8.3,0,0,0,2
14.7,13.7,93.9,0.0,14.3,1.0,1.0,0.0,0.0,0.0,0.0,4.500000000000002,2,1,-1,2
14.0,10.2,78.6,0.0,15.2,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0,0,1
10.9,8.0,83.0,0.0,10.3,1.0,1.0,0.0,0.0,0.0,0.0,6.1,2,0,5,2
12.2,8.3,78.7,0.597,26.0,1.0,0.0,0.0,1.0,0.0,0.0,4.300000000000001,2,1,0,1
13.1,11.0,87.3,1.471,25.2,1.0,0.0,0.0,1.0,0.0,0.0,5.4,2,1,-1,2
14.8,12.4,85.5,0.206,21.2,1.0,0.0,0.0,1.0,0.0,0.0,4.799999999999999,2,1,0,2
13.9,12.0,89.1,0.542,18.8,1.0,0.0,0.0,1.0,0.0,0.0,5.899999999999999,2,1,0,2
14.2,13.2,94.3,3.68,27.9,1.0,0.0,0.0,1.0,0.0,0.0,4.500000000000002,2,1,-1,3
11.7,10.9,94.7,14.135,17.3,1.0,0.0,0.0,1.0,0.0,0.0,2.9000000000000004,2,1,-1,3
11.7,7.1,74.3,0.917,17.5,1.0,0.0,0.0,1.0,0.0,0.0,7.300000000000001,0,0,0,1
15.2,14.4,94.9,5.538,44.4,1.0,0.0,0.0,1.0,0.0,0.0,5.500000000000002,2,1,-1,2
16.3,15.6,95.6,16.722,57.1,1.0,0.0,0.0,0.0,0.0,1.0,2.5,2,1,-1,3
16.2,15.8,97.7,39.75,46.8,1.0,0.0,0.0,0.0,0.0,1.0,2.1999999999999993,2,1,-1,2
16.2,15.3,94.7,11.357,36.6,1.0,0.0,0.0,1.0,0.0,0.0,2.400000000000002,2,1,-1,2
15.2,14.1,93.4,0.0,20.3,1.0,1.0,0.0,0.0,0.0,0.0,4.500000000000002,2,1,3,2
13.3,12.9,97.7,0.233,13.4,1.0,0.0,0.0,1.0,0.0,0.0,3.8000000000000007,2,1,-1,3
13.4,11.0,86.0,0.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,6.299999999999999,2,1,0,2
14.5,11.7,83.7,0.0,13.6,1.0,1.0,0.0,0.0,0.0,0.0,7.899999999999999,2,0,5,1
13.9,10.5,80.2,0.0,14.3,1.0,1.0,0.0,0.0,0.0,0.0,2.5999999999999996,2,0,0,2
13.6,9.5,76.4,0.0,17.7,1.0,1.0,0.0,0.0,0.0,0.0,4.899999999999999,0,0,0,3
14.2,9.0,70.9,0.0,19.9,1.0,1.0,0.0,0.0,0.0,0.0,5.5,0,0,0,2
13.6,8.2,69.8,0.0,14.8,1.0,1.0,0.0,0.0,0.0,0.0,6.899999999999999,0,0,0,2
11.9,7.9,77.1,0.0,13.6,1.0,1.0,0.0,0.0,0.0,0.0,7.5,0,0,0,2
9.5,8.4,92.8,0.0,12.7,1.0,1.0,0.0,0.0,0.0,0.0,3.0999999999999996,2,1,4,3
9.6,8.2,91.3,0.01,9.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,2,1,4,1
10.1,8.8,91.8,0.005,10.4,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2,1,4,2
13.1,9.8,81.0,0.0,8.4,1.0,0.0,1.0,0.0,0.0,0.0,5.899999999999999,2,0,5,3
12.2,8.5,78.6,0.0,17.6,1.0,0.0,1.0,0.0,0.0,0.0,5.5,0,0,0,3
10.1,5.9,75.4,0.0,16.4,1.0,1.0,0.0,0.0,0.0,0.0,5.6,0,0,0,1
9.9,6.9,82.3,0.0,10.6,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2,0,-1,2
9.8,6.0,77.9,0.0,13.1,1.0,1.0,0.0,0.0,0.0,0.0,7.6,0,0,0,3
11.9,9.0,83.0,0.0,16.9,1.0,0.0,1.0,0.0,0.0,0.0,9.3,2,0,-1,2
14.0,12.0,87.8,0.001,15.3,1.0,0.0,0.0,0.0,0.0,1.0,5.400000000000002,2,1,0,2
11.5,5.8,68.9,0.003,23.4,1.0,0.0,0.0,0.0,0.0,1.0,5.5,0,0,0,3
10.7,3.5,61.4,0.0,15.7,1.0,1.0,0.0,0.0,0.0,0.0,6.2,0,0,-1,1
9.5,4.0,69.6,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,8.3,0,0,-1,2
9.3,7.0,86.0,0.005,8.2,1.0,0.0,0.0,0.0,0.0,1.0,7.4,2,0,-1,3
12.8,11.1,89.5,0.968,32.5,1.0,0.0,0.0,0.0,0.0,1.0,5.6,2,1,-1,2
15.9,14.4,90.8,0.099,28.9,1.0,0.0,0.0,0.0,0.0,1.0,2.9000000000000004,2,1,-1,3
14.9,13.3,90.2,13.736,38.4,1.0,0.0,0.0,0.0,0.0,1.0,4.600000000000001,2,1,-1,2
13.5,12.6,94.8,0.136,10.6,1.0,0.0,0.0,0.0,0.0,1.0,4.200000000000001,2,1,-1,2
15.1,13.3,89.4,26.955,32.5,1.0,0.0,0.0,0.0,0.0,1.0,5.699999999999999,2,1,-1,2
13.3,4.9,59.6,0.376,38.1,1.0,0.0,0.0,0.0,0.0,1.0,4.600000000000001,1,0,-1,3
8.9,-3.2,42.8,0.0,37.5,1.0,1.0,0.0,0.0,0.0,0.0,4.5,1,2,-1,3
9.8,1.3,55.8,0.0,25.5,1.0,0.0,1.0,0.0,0.0,0.0,5.6,1,2,-1,2
9.8,5.7,76.2,0.498,25.0,1.0,0.0,0.0,0.0,0.0,1.0,2.9000000000000004,0,0,-1,1
9.5,8.0,90.5,0.105,11.5,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2,1,4,2
10.4,9.4,93.7,4.192,14.3,1.0,0.0,0.0,0.0,0.0,1.0,3.799999999999999,2,1,-1,3
11.4,9.6,89.2,4.22,16.0,1.0,0.0,0.0,0.0,0.0,1.0,5.300000000000001,2,1,-1,1
11.8,10.1,89.4,0.005,18.7,1.0,0.0,0.0,0.0,0.0,1.0,7.5,2,1,0,3
14.2,12.9,92.0,2.134,27.6,1.0,0.0,0.0,0.0,0.0,1.0,3.4000000000000004,2,1,-1,3
15.0,14.3,96.0,0.885,20.1,1.0,0.0,0.0,0.0,0.0,1.0,2.5999999999999996,2,1,3,1
14.7,13.3,91.7,0.003,21.8,1.0,0.0,0.0,0.0,0.0,1.0,2.8000000000000007,2,1,3,2
14.5,13.6,94.5,10.448,25.0,1.0,0.0,0.0,0.0,0.0,1.0,3.3999999999999986,2,1,-1,1
15.6,15.4,99.3,10.981,20.8,1.0,0.0,0.0,0.0,1.0,0.0,1.6000000000000014,2,1,-1,1
15.5,15.3,98.5,2.227,17.6,1.0,0.0,0.0,0.0,0.0,1.0,2.5,2,1,-1,1
15.8,13.8,88.6,0.1,10.6,1.0,0.0,0.0,0.0,0.0,1.0,8.100000000000001,2,1,-1,1
16.3,12.7,80.2,0.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,9.3,2,0,0,2
13.3,11.5,89.3,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,6.1,2,1,0,1
14.1,10.3,78.7,0.005,18.9,1.0,0.0,0.0,0.0,0.0,1.0,8.8,0,0,0,3
14.0,10.9,82.3,0.0,12.3,1.0,0.0,1.0,0.0,0.0,0.0,6.200000000000001,2,0,5,2
14.2,12.2,88.3,0.0,15.5,1.0,0.0,1.0,0.0,0.0,0.0,6.6,2,1,0,2
13.7,11.7,87.4,0.611,20.6,1.0,0.0,0.0,0.0,0.0,1.0,6.199999999999999,2,1,0,2
13.0,10.1,82.6,0.0,10.7,1.0,0.0,1.0,0.0,0.0,0.0,7.0,2,0,5,2
13.6,11.8,89.5,0.0,10.8,1.0,0.0,1.0,0.0,0.0,0.0,6.299999999999999,2,1,0,2
13.8,11.1,84.1,0.0,11.6,1.0,0.0,1.0,0.0,0.0,0.0,5.5,2,0,5,3
13.3,11.2,86.8,0.0,8.3,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2,1,-1,2
13.5,12.7,94.7,1.386,13.8,1.0,0.0,0.0,0.0,0.0,1.0,3.9000000000000004,2,1,-1,1
13.1,10.9,86.9,0.099,9.6,1.0,0.0,0.0,0.0,0.0,1.0,6.399999999999999,2,1,5,2
13.6,10.8,84.5,0.0,14.6,1.0,0.0,1.0,0.0,0.0,0.0,9.1,2,0,-1,3
14.2,12.6,90.4,0.005,17.0,1.0,0.0,0.0,0.0,0.0,1.0,5.500000000000002,2,1,0,3
14.6,11.2,81.2,2.017,23.2,1.0,0.0,0.0,0.0,0.0,1.0,5.200000000000001,2,1,0,3
12.0,5.4,65.2,0.0,31.4,1.0,1.0,0.0,0.0,0.0,0.0,5.700000000000001,0,0,-1,2
13.7,6.4,62.4,0.0,17.3,1.0,1.0,0.0,0.0,0.0,0.0,10.299999999999999,0,0,6,1
13.8,8.0,68.5,0.0,15.4,1.0,0.0,1.0,0.0,0.0,0.0,8.299999999999999,0,0,0,3
15.9,8.5,62.5,0.0,17.5,1.0,1.0,0.0,0.0,0.0,0.0,9.600000000000001,0,0,6,2
17.0,7.3,54.3,0.0,14.3,1.0,0.0,1.0,0.0,0.0,0.0,9.1,1,2,-1,2
17.5,6.8,50.8,0.0,15.5,1.0,1.0,0.0,0.0,0.0,0.0,10.1,1,2,-1,3
16.1,8.2,60.7,0.0,17.7,1.0,1.0,0.0,0.0,0.0,0.0,9.3,0,0,6,3
14.0,10.0,77.5,0.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,8.200000000000001,0,0,0,2
12.9,7.0,68.2,0.001,22.3,1.0,0.0,0.0,0.0,0.0,1.0,6.399999999999999,0,0,0,1
14.5,9.3,72.1,0.0,16.9,1.0,0.0,1.0,0.0,0.0,0.0,9.9,0,0,0,1
13.3,9.5,79.2,0.0,17.6,1.0,0.0,1.0,0.0,0.0,0.0,8.8,0,0,0,1
15.1,12.0,82.3,3.483,24.7,1.0,0.0,0.0,0.0,0.0,1.0,4.9,2,1,0,2
15.2,14.0,92.4,0.584,38.6,1.0,0.0,0.0,0.0,0.0,1.0,2.1000000000000014,2,1,-1,3
14.7,9.9,74.2,1.565,33.1,1.0,0.0,0.0,0.0,0.0,1.0,5.300000000000001,0,1,-1,2
15.2,12.7,85.3,1.436,22.3,1.0,0.0,0.0,0.0,0.0,1.0,8.3,2,1,0,2
16.3,13.6,84.2,0.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,5.5,2,1,0,2
14.8,10.8,78.0,1.047,24.1,1.0,0.0,0.0,0.0,0.0,1.0,5.600000000000001,0,1,0,1
13.6,7.0,65.2,0.001,28.3,1.0,0.0,0.0,0.0,0.0,1.0,5.100000000000001,0,0,-1,1
13.9,6.7,63.0,0.0,20.6,1.0,1.0,0.0,0.0,0.0,0.0,7.600000000000001,0,0,0,1
13.8,8.7,72.0,0.0,15.5,1.0,0.0,1.0,0.0,0.0,0.0,9.100000000000001,0,0,0,3
14.9,9.0,70.0,0.0,21.9,1.0,0.0,1.0,0.0,0.0,0.0,8.899999999999999,0,0,0,2
16.4,9.0,63.8,0.0,16.2,1.0,1.0,0.0,0.0,0.0,0.0,12.3,0,0,6,3
19.4,10.4,58.3,0.0,13.6,1.0,0.0,1.0,0.0,0.0,0.0,13.2,1,0,-1,2
17.2,11.7,70.5,0.0,28.4,1.0,0.0,1.0,0.0,0.0,0.0,9.200000000000001,0,0,1,2
14.1,9.9,76.4,0.0,23.3,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0,0,0,3
16.3,11.0,72.6,0.0,16.4,1.0,0.0,1.0,0.0,0.0,0.0,10.1,0,0,0,1
13.8,8.2,70.1,0.0,24.6,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0,0,0,3
12.1,4.7,61.2,0.002,39.4,1.0,0.0,0.0,0.0,0.0,1.0,5.800000000000001,1,0,-1,2
14.0,4.7,54.6,0.0,33.1,1.0,0.0,1.0,0.0,0.0,0.0,6.799999999999999,1,0,-1,2
18.4,9.2,55.6,0.0,25.2,1.0,0.0,1.0,0.0,0.0,0.0,8.1,1,2,0,1
16.9,10.3,66.0,0.0,18.6,1.0,0.0,1.0,0.0,0.0,0.0,7.500000000000002,0,0,0,1
12.8,10.3,84.9,2.205,15.2,1.0,0.0,0.0,0.0,0.0,1.0,3.5,2,0,-1,1
11.7,8.3,80.6,4.013,11.9,1.0,0.0,0.0,0.0,0.0,1.0,6.5,2,0,-1,1
13.3,7.9,71.3,0.0,16.8,1.0,1.0,0.0,0.0,0.0,0.0,8.8,0,0,0,1
15.2,9.6,70.9,0.0,21.1,1.0,0.0,1.0,0.0,0.0,0.0,7.900000000000002,0,0,0,1
16.4,8.7,61.5,0.0,23.3,1.0,1.0,0.0,0.0,0.0,0.0,8.500000000000002,0,0,0,1
16.1,8.6,62.6,0.0,21.6,1.0,0.0,1.0,0.0,0.0,0.0,9.4,0,0,0,1
13.9,8.9,72.6,0.0,22.5,1.0,0.0,1.0,0.0,0.0,0.0,6.800000000000001,0,0,0,1
13.3,7.0,67.0,0.0,18.1,1.0,0.0,1.0,0.0,0.0,0.0,7.799999999999999,0,0,0,1
13.5,5.9,60.9,0.0,23.9,1.0,0.0,1.0,0.0,0.0,0.0,7.299999999999999,0,0,0,1
14.4,9.6,73.6,0.0,21.9,1.0,0.0,1.0,0.0,0.0,0.0,7.399999999999999,0,0,0,1
12.3,10.8,90.7,8.742,28.7,1.0,0.0,0.0,0.0,0.0,1.0,4.4,2,1,-1,1
9.2,4.7,74.9,0.477,28.7,1.0,0.0,0.0,0.0,0.0,1.0,6.300000000000001,0,0,-1,1
